"release_speed","balls","strikes","pfx_x","pfx_z","plate_x","plate_z","release_spin_rate","class"
94.1,3,2,-0.7,0.77,-0.44,2.38,2383,"Weak/Miss"
82.4,3,2,-0.96,-0.37,-0.33,0.87,1949,"Weak/Miss"
93.4,3,1,-0.54,0.96,-0.71,3.04,2308,"Take"
92.5,2,1,-0.55,1.01,1.19,1.81,2353,"Take"
92.7,1,1,-0.58,1.04,-0.3,4.05,2249,"Take"
82.3,1,0,-1.36,-0.13,-0.97,1.54,2006,"Weak/Miss"
89.7,0,0,-1.26,0.02,0.76,1.04,2173,"Take"
92.5,1,2,-1.06,0.92,0.81,2.98,2155,"Take"
87.2,0,1,-0.93,0.54,-1.04,1.08,1856,"Take"
77.3,1,2,-0.63,-0.1,-0.89,1.42,2060,"Weak/Miss"
82.1,0,0,0.23,-1.2,-0.4,2.69,2768,"Take"
78.7,0,2,-0.42,0.02,-1.92,0.53,1994,"Take"
78.1,0,1,-0.3,-0.43,-1.04,0.28,1934,"Weak/Miss"
89.6,0,0,1.1,0.04,-0.45,1.7,1027,"Take"
79.5,3,2,-0.35,0.53,-1.39,1.5,2235,"Take"
78.2,3,2,-0.22,0.19,-0.07,1.68,2123,"Weak/Miss"
79,2,2,-0.21,0.3,-1.7,-0.08,2232,"Take"
78.8,1,2,1.07,0.68,-0.9,0.83,1714,"Take"
89.6,0,0,0.24,0.61,0.38,2.21,2358,"Strong"
85.9,1,1,0.8,1.59,0.88,2.38,2190,"Take"
92.1,2,2,-0.54,1.45,0.3,3.37,2104,"Weak/Miss"
81.6,1,2,0.83,0.32,1.73,-0.01,2301,"Take"
85.7,0,1,0.68,1.57,1.54,2.31,2189,"Take"
85.5,1,2,-1.01,0.78,-1.37,3.02,1462,"Strong"
80,0,0,-0.55,0.63,-0.03,1.92,2207,"Take"
93.7,1,2,-0.54,1.48,-0.93,2.75,2288,"Strong"
93.6,1,0,-0.5,1.33,-0.35,2.65,2030,"Weak/Miss"
85.5,0,0,-0.76,0.84,-0.67,3.82,1499,"Take"
79.7,0,2,-0.35,0.44,-1.12,1.52,2236,"Weak/Miss"
86.9,0,1,0.64,1.61,0.77,3.39,2244,"Weak/Miss"
87.8,0,0,0.6,1.73,-0.31,1.3,2357,"Take"
93.6,0,2,-0.25,1.2,-0.17,3.69,2229,"Weak/Miss"
93.2,0,1,-0.41,1.2,-0.77,3.18,2235,"Weak/Miss"
84,0,0,0.46,-0.19,-0.3,1.06,2576,"Strong"
96.1,2,2,-0.36,1.34,-0.04,3.33,2144,"Strong"
88.9,2,1,-1.02,0.74,-1.08,2.98,1838,"Weak/Miss"
95.2,2,0,-0.48,1.43,0.36,2.31,2246,"Weak/Miss"
94.5,1,0,-0.65,1.35,-1.52,3.67,2231,"Take"
86.7,0,2,-0.38,0.21,-1.01,2.08,2268,"Weak/Miss"
87.2,0,1,-0.25,0.41,-1.23,2.17,2366,"Weak/Miss"
82.1,0,0,0.51,-0.25,-1.2,3.75,2569,"Take"
87,0,0,-0.4,0.51,-1.12,2,2320,"Weak/Miss"
95.8,1,1,-0.54,1.43,0.75,1.97,2408,"Weak/Miss"
95.8,0,1,-0.48,1.4,-0.43,3.95,2299,"Take"
96,0,0,-0.43,1.55,-0.32,2.41,2348,"Take"
96.9,0,2,-0.45,1.33,0.11,1.72,2323,"Strong"
96.3,0,1,-0.88,1.27,-0.42,2.62,2462,"Weak/Miss"
81.5,1,2,0.95,-1.14,-0.29,0.83,3110,"Weak/Miss"
93.5,1,1,-0.1,1.54,-0.67,3.36,2512,"Weak/Miss"
92.9,1,0,0.05,1.11,0.99,1.78,2441,"Weak/Miss"
93.5,0,0,0.14,1.52,-0.66,3.57,2636,"Take"
92.3,0,0,-0.54,1.5,0.34,3.1,2582,"Weak/Miss"
93.5,1,0,1.35,0.56,0.45,2.34,2164,"Strong"
93.2,0,0,1.29,0.25,0.94,4.32,2080,"Take"
95.1,0,1,0.93,0.72,0.14,1.85,2227,"Strong"
94.7,0,0,0.81,0.61,-0.37,2.12,2213,"Take"
95.1,0,0,1.3,0.5,1.43,1.81,2214,"Weak/Miss"
93.5,2,0,-0.62,1.32,0.45,2.7,2282,"Weak/Miss"
93,1,0,-0.66,1.4,-0.67,4.42,2206,"Take"
92.4,0,0,-0.49,1.3,-0.49,4.15,2166,"Take"
94,2,0,-0.02,1.38,0.66,2.26,2554,"Strong"
92.7,1,0,-0.02,1.17,-0.75,4.76,2532,"Take"
80.6,0,2,-1.25,-0.42,-0.32,1.71,2929,"Strong"
94.6,0,0,0.46,1.27,-0.55,3.88,2531,"Take"
91.3,0,1,1.2,0.27,0.18,2.16,2249,"Weak/Miss"
91.7,0,0,1.22,0.49,-0.65,1.84,2331,"Weak/Miss"
89.8,3,1,-0.16,1.47,-0.83,3.33,2277,"Take"
87.1,2,1,-1.21,0.3,0.76,0.22,1935,"Take"
89.7,1,1,-0.44,1.52,-1.47,3.16,2322,"Take"
97.5,1,1,-1.47,1.02,0.51,2.87,2327,"Weak/Miss"
96.6,1,0,-0.61,1.41,-0.68,3.51,2335,"Strong"
89.1,0,1,-0.25,1.65,-1.36,2.57,2287,"Take"
79.3,0,0,0.68,-0.77,-1.13,3.1,2311,"Take"
89.2,0,0,-0.42,1.38,-0.66,1.99,2258,"Take"
85.7,0,2,-1.33,1.13,-0.65,1.84,2138,"Weak/Miss"
91.8,0,1,-0.83,1.73,-0.64,2.38,2313,"Take"
91.6,0,0,-1,1.61,-0.19,2.55,2261,"Weak/Miss"
95,1,1,-0.84,1.09,0.1,3.21,2492,"Strong"
94.1,0,1,-0.63,1.15,-0.51,4.65,2523,"Take"
93.7,0,0,-0.87,0.85,-0.09,3.65,2493,"Take"
90.3,3,2,0.78,0.78,0.37,3.67,2903,"Take"
91.7,2,2,1.08,0.64,0.95,3.39,2108,"Take"
90.3,2,1,1.22,0.46,0.71,2.54,2222,"Strong"
90.3,1,1,1.42,0.31,0.42,1.15,2152,"Take"
90.3,0,1,1.36,0.51,0.05,1.37,2211,"Take"
91.2,0,0,1.28,0.53,-0.04,2.3,2153,"Take"
93.8,0,1,-0.7,1.49,-0.03,1.87,2183,"Weak/Miss"
95.5,0,0,-0.79,1.54,0,2.9,2245,"Weak/Miss"
96.7,0,0,-0.83,1.38,0.07,2.92,2233,"Strong"
92.2,2,2,-1.14,1.56,0.59,3.13,2272,"Take"
92.6,1,2,-1.2,1.49,-0.8,4.1,2226,"Take"
92,1,2,-1.1,1.59,-0.27,3.7,2198,"Weak/Miss"
92.2,0,2,-1.25,1.45,-1.7,2.23,2154,"Take"
92.3,0,1,-0.98,1.54,-0.4,1.74,2030,"Take"
91.7,0,0,-0.88,1.64,-0.26,3.6,1774,"Weak/Miss"
96,0,1,-0.74,1.11,0.76,3.78,2512,"Weak/Miss"
97.1,0,0,-0.98,1.19,-0.03,2.89,2552,"Weak/Miss"
88.8,1,1,0.13,1.09,0.89,2.3,2072,"Strong"
92.8,1,0,-0.93,1.64,0.05,2.11,2155,"Take"
94,0,1,-0.26,1.33,-0.77,3.16,2270,"Strong"
93.1,0,0,-0.45,1.26,-0.81,3.46,2423,"Weak/Miss"
93,0,0,-0.93,1.73,-0.79,3.83,2125,"Take"
95.3,3,2,-0.59,1.54,0.26,1.4,2418,"Take"
93.4,2,2,-0.67,1.67,-0.42,3.86,2427,"Take"
84.6,1,2,0.42,-0.06,0.17,0.2,2383,"Take"
84.8,0,2,0.2,-0.13,1.12,0.99,2376,"Take"
95.7,0,2,-0.85,1.41,0.11,3.1,2416,"Strong"
93.6,0,1,-0.65,1.62,-0.67,3.11,2375,"Weak/Miss"
84.6,0,0,0.44,-0.12,0.2,1.28,2490,"Weak/Miss"
94.6,0,2,0.42,0.31,0.36,3.14,2271,"Strong"
93.8,0,1,0.38,0.54,-0.2,3.39,2232,"Take"
93.4,0,0,0.73,0.27,-0.24,3.23,2133,"Take"
92.9,1,0,-0.72,1.42,0.59,3.71,2191,"Weak/Miss"
93.4,0,0,-0.46,1.4,-0.53,4.66,2197,"Take"
93.9,0,0,1.25,0.19,0.84,2.81,2143,"Weak/Miss"
79.8,2,2,-1.38,0.1,-1.18,1.76,3006,"Strong"
92.1,1,2,1.54,0.5,-0.28,1.51,2292,"Take"
95.8,2,2,0.41,1.37,-0.22,2.49,2669,"Strong"
96.7,1,2,0.2,1.24,0,4.32,2648,"Take"
92.4,1,1,1.69,0.21,1.17,1.45,2246,"Weak/Miss"
81.5,0,1,-1.56,0.19,-2.33,0.73,2935,"Take"
97.3,0,2,0.34,1.35,-0.49,3.91,2690,"Take"
82.4,0,0,-1.77,0.32,-1.45,1.29,2888,"Weak/Miss"
96.3,0,1,-0.21,1.5,-0.39,3.34,2595,"Strong"
95.9,0,0,-0.15,1.43,-0.23,1.57,2560,"Take"
97.7,0,0,0.96,1.14,0,2.35,2119,"Strong"
91.6,0,0,1.31,0.25,1.04,2.37,1698,"Strong"
94.3,3,1,-1.21,0.68,-1.05,1.97,2271,"Strong"
93,2,1,-0.09,0.77,0.67,3.78,2456,"Take"
94.3,1,1,-1.32,0.66,-0.94,3.17,2251,"Take"
93.5,1,0,-0.21,1.02,1.16,2.8,2527,"Strong"
93.9,0,0,-0.22,1.25,-0.44,3.88,2497,"Take"
89.9,1,1,0.38,0.66,0.47,2.06,2459,"Strong"
89.1,0,1,0.27,0.42,0.49,3.49,2514,"Take"
91,0,0,0.22,0.94,-0.55,2.64,2538,"Take"
97,0,0,-1.47,0.47,0.11,2.66,2328,"Strong"
89.6,1,2,-1.46,0.82,-0.57,1.4,1773,"Take"
97.4,1,2,-0.57,1.49,0.19,2.94,2528,"Weak/Miss"
97.2,0,2,-0.84,1.35,1.08,3.34,2460,"Take"
97.8,0,2,0.12,1.52,0.03,2.36,2428,"Weak/Miss"
96.6,0,1,-0.53,1.39,-0.09,1.56,2488,"Take"
99.2,0,1,0.12,1.58,-0.66,2.42,2368,"Take"
95.8,0,0,-0.71,1.52,0.63,2.43,2381,"Take"
98.1,0,0,-0.02,1.62,-0.39,2.79,2387,"Weak/Miss"
93.1,1,1,1.5,0.29,0.23,2.62,1840,"Strong"
91.7,1,0,-0.76,1.34,0.92,3.28,2003,"Strong"
97.7,0,2,-0.48,1.52,-0.39,2.65,2492,"Weak/Miss"
82.2,0,0,0.25,0.17,-0.05,0.7,2494,"Take"
93.6,0,1,1.55,0.31,-0.78,1.81,1870,"Take"
97.2,0,0,-0.36,1.51,0.41,4.02,2522,"Weak/Miss"
97.1,2,2,-0.93,1.41,-0.61,2.87,2402,"Strong"
97.4,2,1,-0.87,1.5,-0.21,2.21,2497,"Strong"
96.4,2,0,-0.63,1.57,-0.03,3.64,2443,"Weak/Miss"
80.9,1,0,0.58,-1.29,-1.56,2.57,2698,"Take"
95.3,0,0,-0.67,1.58,-1.23,3.83,2403,"Take"
89.8,3,2,0.06,0.71,-0.91,3.29,2628,"Take"
89.4,3,1,0.33,0.97,-0.07,3.4,2582,"Take"
82.2,2,1,1.52,0.11,0.15,1.3,2807,"Take"
88.9,1,1,0.02,0.82,-1.12,3.23,2557,"Take"
89.1,0,1,0.19,0.69,-1.05,3.2,2613,"Take"
88.8,0,0,0.05,0.77,-0.16,3.45,2597,"Take"
86.5,1,0,-1.35,0.82,0.2,1.36,1509,"Strong"
95,0,0,-0.8,1.39,-1.25,2.37,2077,"Take"
92.7,3,2,-0.05,1.5,-1.39,3.32,2563,"Take"
92.9,3,1,-0.39,1.66,-0.24,2.74,2612,"Weak/Miss"
93.6,2,1,-0.59,1.72,0.7,1.35,2613,"Take"
98.7,2,2,-1.09,1.63,-1.17,2.62,2516,"Weak/Miss"
83.1,1,1,1.08,0.52,0.11,3.97,2732,"Take"
98.7,1,2,-0.92,1.48,1.4,2.63,2529,"Take"
94.5,0,1,-0.61,1.62,-0.79,1.43,2582,"Take"
98,1,1,-0.98,1.6,-0.78,3.1,2480,"Weak/Miss"
93.9,0,0,-0.31,1.6,-0.63,1.8,2526,"Strong"
97.7,1,0,-1.1,1.59,-0.74,2.15,2521,"Take"
98.6,0,0,-1.01,1.53,0.2,1.3,2565,"Take"
89,0,1,0.22,0.51,-0.18,2.71,2252,"Strong"
97.1,0,0,-1.61,0.75,0,2.44,2244,"Weak/Miss"
85.7,3,2,-0.55,0.04,-0.2,2.67,2354,"Strong"
96.9,2,2,0.79,1.35,0.56,3.95,2193,"Take"
89.1,1,2,-0.35,-0.19,0.35,3.76,2438,"Take"
96.9,0,2,0.73,1.54,-0.29,4.22,2261,"Take"
97.6,0,2,0.91,1.54,0.21,3.1,2303,"Weak/Miss"
96.8,0,1,0.9,1.41,-0.17,3.32,2336,"Weak/Miss"
96.7,0,0,0.91,1.41,0.05,2.97,2309,"Take"
92.3,1,2,-0.32,1.75,-0.06,3.96,2410,"Weak/Miss"
92.5,1,1,-0.45,1.71,0.13,2.55,2361,"Weak/Miss"
92.7,0,1,-0.2,1.69,-0.58,3.76,2351,"Take"
92.5,0,0,-0.5,1.78,-0.39,2.61,2315,"Weak/Miss"
100.1,2,2,0.95,1.49,-0.15,2.55,2363,"Weak/Miss"
97.5,2,1,0.87,1.24,0.39,2.45,2263,"Weak/Miss"
97.9,1,1,0.82,1.35,0.36,4.27,2369,"Take"
98.1,1,0,0.98,1.31,-0.74,2.72,2376,"Strong"
88.3,0,0,-0.48,0,-0.38,0.77,2430,"Take"
96.7,0,2,-1.63,0.62,0.14,1.92,2349,"Strong"
89.4,0,1,-0.03,0.82,-0.84,2.06,2195,"Take"
96.8,0,0,-1.59,0.62,-0.64,1.79,2310,"Take"
90.2,3,2,-1.41,0.74,-1.88,2.45,1681,"Take"
98.9,2,2,-0.98,1.44,-0.73,4.69,2368,"Take"
83.9,2,1,0.98,-0.92,-0.55,2.21,2742,"Take"
97,1,1,-0.94,1.58,-2.13,3.51,2345,"Take"
83.2,0,1,0.61,-1.18,-0.61,0.76,2762,"Take"
89.3,0,0,-1.4,0.95,-0.22,1.51,1653,"Weak/Miss"
87.1,3,2,0.57,0,0.42,0.96,2635,"Weak/Miss"
89.9,3,2,-1.17,0.88,0.28,1.92,1677,"Weak/Miss"
87,2,2,0.78,-0.14,0.95,0.37,2743,"Take"
94.8,2,1,-0.74,1.41,-0.38,2.94,2282,"Weak/Miss"
94.2,1,1,-0.74,1.56,-0.25,1.12,2235,"Take"
88.8,0,1,-1.19,0.86,-0.23,0.81,1627,"Take"
92.6,0,0,-0.62,1.58,0.25,2.47,2153,"Weak/Miss"
98,3,2,-0.98,1.4,-0.03,4.65,2355,"Take"
91.1,2,2,-1,0.95,-1.51,2.05,1671,"Take"
98.9,1,2,-0.83,1.51,1.52,3.59,2397,"Take"
98.5,1,1,-0.97,1.58,0.14,3.55,2381,"Weak/Miss"
86.9,1,0,0.28,-0.48,-0.69,1.36,2574,"Take"
97.4,0,0,-1.12,1.55,0.35,4.02,2331,"Take"
95.7,0,1,-0.46,1.65,0,3.02,2478,"Strong"
96.3,0,0,-0.8,1.61,-0.06,2.03,2540,"Weak/Miss"
81.8,1,2,0.15,-0.48,0.21,0.12,2108,"Weak/Miss"
81.5,1,2,-0.09,-0.21,0.56,1.7,1984,"Strong"
80.4,1,1,0.02,-0.52,0.17,2.2,2092,"Take"
85.1,0,1,-1.36,0.55,0.48,0.01,1831,"Take"
92.8,0,0,-1.09,1.33,-0.83,2.87,2250,"Take"
95.5,1,2,-0.98,1.24,-0.56,2.89,2136,"Strong"
84.1,0,2,0.07,-0.52,1.42,0.13,2244,"Take"
95.4,0,1,-1,1.26,-0.85,2.83,2151,"Weak/Miss"
87,0,0,-1.37,0.74,-0.78,1.83,1921,"Take"
79.6,2,2,1.3,-0.68,-0.55,1.38,2250,"Strong"
80.9,2,1,1.22,-0.54,-0.11,1.62,2317,"Weak/Miss"
90,1,1,0.15,0.28,0.41,4.09,1987,"Take"
95.3,0,0,-0.8,1.36,0.2,2.36,2280,"Strong"
90.7,0,1,0.25,0.08,0.13,3.88,1928,"Take"
94.9,0,0,-0.57,0.47,-0.83,2.39,1655,"Weak/Miss"
86.9,2,1,-0.84,0.24,-0.68,1.9,1215,"Strong"
86.4,1,1,-1.07,0.78,0.26,0.37,1513,"Take"
87.1,0,1,-0.88,0.05,-0.22,0.72,1234,"Take"
85.6,0,0,-0.79,0.21,0.27,1.47,1151,"Weak/Miss"
82.8,0,1,0.04,-0.54,0.72,1.54,2485,"Weak/Miss"
83.9,0,0,0.12,-0.42,0.83,1.67,2469,"Weak/Miss"
94.9,2,2,-1.05,1.45,-0.16,2.66,2251,"Strong"
94.9,1,2,-0.87,1.52,-0.56,4.56,2228,"Take"
93.9,1,0,-1.2,1.52,0.46,1.66,2419,"Weak/Miss"
82.9,0,0,0.21,-0.11,0.93,1.1,2520,"Take"
95.1,0,0,-0.9,1.45,-0.32,2.89,2238,"Strong"
99,2,2,-1.1,1.54,-0.66,1.82,2552,"Weak/Miss"
96.8,2,1,-0.81,1.52,-0.19,2.95,2526,"Take"
98.7,1,1,-0.97,1.47,0.27,1.23,2466,"Take"
98.2,1,0,-0.96,1.47,-0.87,2.84,2527,"Take"
90,0,0,0.16,0.49,0.03,0.79,2364,"Take"
73,1,0,1.23,-0.43,0.4,1.71,2246,"Strong"
72.3,0,0,1.21,-0.38,-0.61,1.64,2182,"Take"
79.8,3,2,-0.66,-0.07,0.24,2.31,2050,"Strong"
78.4,2,2,-0.68,0.46,-0.11,5.52,2052,"Take"
80.6,1,2,-0.22,0.22,-0.88,0.46,2090,"Take"
82.7,0,2,-0.29,0.19,-1.93,0.06,2152,"Take"
81.6,0,1,-0.17,0.3,0.12,3.12,2081,"Weak/Miss"
79.2,0,0,-0.24,0.13,-0.58,2.06,2134,"Weak/Miss"
90.9,2,1,0.99,1.23,-0.38,1.82,2113,"Strong"
89.8,1,1,0.91,1.32,-0.68,3.89,1914,"Take"
81.4,0,1,-0.23,0.18,1.42,2.53,2050,"Take"
90.2,0,0,1.01,1.37,0.14,3.17,2131,"Weak/Miss"
77.5,0,0,-0.62,0.32,0.36,2.69,1928,"Weak/Miss"
91.6,0,1,0.95,1.46,0.95,2.69,2249,"Strong"
81.5,0,0,-0.51,0.23,0.34,2.59,2168,"Take"
93.4,0,2,0.95,1.33,0.03,3.03,2258,"Strong"
77.1,0,1,-1,-0.19,0.33,2.29,2201,"Strong"
76.6,0,0,-0.37,-0.4,0.07,1.65,2155,"Take"
85.9,0,1,0.7,1.53,0.17,3.34,1971,"Weak/Miss"
85.7,0,0,0.57,1.6,-0.45,2.99,1974,"Take"
77.3,1,2,-0.24,0.05,-0.15,1.91,2163,"Strong"
84.6,0,2,0.74,1.42,-0.92,4.16,1996,"Take"
84.7,0,1,0.37,1.74,0.27,1.76,2019,"Weak/Miss"
75.9,0,0,-0.18,0.22,0.35,2.82,2046,"Take"
79.9,1,1,-0.31,0.54,-0.87,2.37,2380,"Strong"
86,1,0,0.92,1.59,-0.61,2,2178,"Take"
85.4,0,0,0.63,1.81,0.34,4.5,2137,"Take"
83.5,1,1,-1.47,0.49,-0.64,2.51,1800,"Strong"
83.9,0,1,-1.32,1.21,-0.17,0.47,1670,"Take"
92.2,0,0,-0.75,1.38,-0.95,2.77,2197,"Weak/Miss"
89.9,2,2,1.29,1.17,0.43,3.13,2403,"Strong"
90.7,2,1,1.08,1.49,-0.83,3.49,2334,"Strong"
84.8,1,1,1.07,0.97,-2.41,1,2005,"Take"
88.6,0,1,1.2,1.27,1.69,3.77,2350,"Take"
89,0,0,1.19,1.41,-0.12,2.73,2308,"Strong"
81.3,0,1,-0.77,-0.39,-0.56,2.14,2589,"Strong"
80.5,0,0,-1.01,-0.79,-0.31,1.87,2685,"Take"
92.4,3,2,0.02,1.62,-0.6,2.45,2347,"Weak/Miss"
92.9,3,2,0.01,1.62,0.38,3.51,2343,"Weak/Miss"
88.6,2,2,0.56,0.86,-0.87,2.5,2385,"Take"
92.5,1,2,0,1.65,-0.45,4.07,2316,"Take"
87.9,1,1,0.75,0.88,0.88,1.91,2348,"Weak/Miss"
86.4,1,0,-0.82,1.17,0.58,2.08,1524,"Take"
91.1,0,0,-0.08,1.53,1.2,3.41,2291,"Take"
90.8,0,0,1.39,1.09,0.23,2.72,2282,"Strong"
83.2,1,2,-1.63,1.09,0.14,1.54,2194,"Take"
88.9,0,2,-0.7,1.05,-0.7,0.98,2212,"Take"
82.8,0,1,-1.58,1.21,0.16,1.41,2205,"Weak/Miss"
89.8,0,0,-1.48,0.85,0.29,3.19,2151,"Take"
83.3,2,0,1.38,1.05,-0.52,2.77,1864,"Weak/Miss"
84.5,1,0,0.1,0.07,-2.13,1.64,2406,"Take"
84.8,0,0,0.08,0.09,-1.06,3.34,2537,"Take"
94.7,1,2,-0.11,1.5,-0.05,2.59,2306,"Weak/Miss"
95.7,0,2,0,1.64,-1.61,-0.31,2407,"Take"
88,0,1,-0.25,0.95,0.26,1.46,1726,"Weak/Miss"
84.6,0,0,0.19,0.72,-0.85,1.56,1598,"Take"
82.2,3,2,-0.23,-0.51,0.81,3.68,2434,"Take"
86.9,3,1,0.24,0.15,-0.23,2.52,2462,"Weak/Miss"
86,2,1,-0.08,0.36,-1.09,3.53,2432,"Take"
90.1,1,1,0.65,1.26,0.7,4.54,2222,"Take"
92.1,0,1,0.59,1.25,-1,3.13,2292,"Take"
91.4,0,0,0.66,1.55,0.21,2.53,2324,"Weak/Miss"
82.3,2,2,-1.09,0.7,-0.9,1.64,1510,"Strong"
83.8,1,2,-1.1,0.5,-1.45,3.37,1552,"Take"
85.8,0,2,-1.28,0.89,0.06,-0.3,1585,"Take"
92.7,0,1,-0.62,1.72,-0.07,4.41,2197,"Weak/Miss"
92.8,0,0,-0.5,1.7,-0.12,2.99,2174,"Take"
90.6,3,0,1.28,1.08,-0.2,2.88,2244,"Strong"
86.1,2,0,-0.25,0.65,-1.73,0.93,2373,"Take"
81.7,1,0,1.02,1.21,-0.6,1.54,1665,"Take"
90.6,0,0,0.79,1.47,-0.78,4.15,2280,"Take"
93.1,0,0,1.38,1,0.33,1.84,2172,"Strong"
83.4,1,1,1.3,-0.26,-0.22,1.43,2499,"Strong"
84.7,1,0,1.11,-0.12,-0.38,1.07,2518,"Weak/Miss"
95.3,0,0,-0.41,1.6,0.08,3.78,2433,"Take"
92.9,0,1,1.2,1.09,0.29,1.74,2295,"Strong"
93.1,0,0,1.26,0.94,0.17,3.54,2267,"Take"
92.7,1,2,0.56,1.49,0.59,3.2,2221,"Weak/Miss"
92.7,1,1,0.48,1.44,-0.58,1.75,2211,"Take"
91.1,0,1,0.3,1.6,0.9,2.42,2169,"Take"
90.6,0,0,0.43,1.58,0.67,2.29,2137,"Take"
94.1,0,0,-1.36,0.73,-0.33,3.01,2242,"Strong"
79.4,2,1,-1.16,-0.08,-0.32,1.76,2533,"Strong"
89.4,1,1,0.83,1.25,-0.69,1.82,2190,"Take"
91.8,0,1,0.27,1.55,-0.02,4.46,2181,"Take"
88.9,1,0,-1.34,0.55,-0.3,1.76,1771,"Strong"
90.7,0,0,-1.1,0.77,-1.26,2.93,1795,"Take"
98,2,2,-1.2,1.59,-0.57,3.73,2506,"Weak/Miss"
91.1,2,1,-1.33,0.85,-0.55,1.74,1702,"Weak/Miss"
91,1,0,-1.49,0.7,0.37,1.37,1688,"Take"
83,0,0,0.95,-0.92,-0.51,3.67,2807,"Take"
89.8,0,2,-1.28,0.78,-0.45,1.67,1800,"Weak/Miss"
95.4,2,2,1.4,1.08,-0.37,1.75,2194,"Strong"
87.8,1,2,1.48,0.17,-0.77,0.72,2159,"Take"
84,0,1,1.09,-0.84,0.3,2.02,2795,"Take"
97.6,0,0,-0.92,1.57,-0.14,3.58,2503,"Strong"
95,1,1,1.56,0.81,-0.33,1.57,2259,"Take"
87.9,1,0,1.44,0.58,0.91,1.66,2163,"Strong"
95.2,0,0,1.39,0.64,-0.06,0.38,2104,"Take"
91.2,3,2,-0.25,0.78,0.47,2.66,2258,"Strong"
90.9,3,1,-0.47,1.13,0.04,1.99,2185,"Take"
89.8,3,0,-0.63,0.91,-0.85,2.33,2189,"Take"
85.3,2,0,-1.21,0.49,0.08,0.48,1865,"Take"
89.5,1,0,-0.28,1.09,-0.16,3.91,2142,"Take"
84.1,0,0,-1.29,0.41,-0.93,0.84,1649,"Take"
87.8,1,0,-0.74,0.55,0.36,1.78,1227,"Weak/Miss"
76.9,0,0,0.42,-0.56,-0.47,0.71,2073,"Take"
92.3,2,2,-0.27,1.09,0.24,2.62,2312,"Weak/Miss"
92.4,1,2,-0.39,0.91,-0.42,3.63,2273,"Take"
90,1,1,-0.13,0.77,-0.32,2.99,2198,"Weak/Miss"
82.9,0,1,-0.74,0.06,-0.99,1.74,1266,"Take"
77.9,0,0,1.08,-0.54,-0.11,0.67,2280,"Weak/Miss"
89.9,2,1,-0.91,0.82,-0.44,2.63,1328,"Strong"
94.1,1,1,-1.36,0.94,-1.15,3.97,1964,"Take"
88.7,1,0,-0.92,0.73,-0.9,2.28,1268,"Take"
86.9,0,0,-1.04,0.86,-1.69,2.95,1067,"Take"
89.5,0,1,0.23,0.34,0.59,1.92,2794,"Strong"
90.1,0,0,0.07,0.62,0.27,2.8,2681,"Weak/Miss"
89,1,1,0.23,0.27,-0.05,2.46,2734,"Weak/Miss"
91.4,0,1,-0.75,0.78,-0.53,4.33,2416,"Take"
90.8,2,1,0.17,0.55,0.82,1.36,2610,"Strong"
92.5,1,1,-0.55,0.18,-0.2,0.76,2355,"Take"
84.3,0,1,1.26,0.22,0.74,0.96,2716,"Take"
91,0,0,-0.05,0.85,0.93,1.45,2623,"Weak/Miss"
92.7,0,0,1.27,1.15,0.52,2.97,2389,"Weak/Miss"
72.4,3,2,-0.76,-1.09,1,3.13,2483,"Weak/Miss"
80.5,3,2,-0.09,0.25,1.17,2.48,2360,"Weak/Miss"
89.8,3,2,0.44,1.63,0.24,3.05,2157,"Strong"
89.1,3,1,0.32,1.53,-0.41,2.97,2221,"Take"
88.5,3,0,0.39,1.47,-0.1,3.61,2217,"Take"
88.3,2,0,0.53,1.41,1.83,3.62,2211,"Take"
80.4,1,0,-0.12,0.11,-0.21,1.12,2295,"Take"
80.9,0,0,-0.12,0.13,-1.54,1.24,2576,"Take"
88.7,0,0,0.73,1.75,0.14,2.44,2222,"Weak/Miss"
81.3,1,1,-0.09,0.17,-0.97,1.33,2397,"Weak/Miss"
89.4,0,1,0.67,1.53,0.77,3.63,2171,"Take"
89.6,0,0,0.59,1.64,-0.09,3.63,2214,"Take"
91.6,0,1,-0.97,1.44,0.49,2.79,2267,"Strong"
90.7,0,0,-0.86,1.45,-0.71,1.87,2205,"Take"
90,0,0,0.41,0.41,0.72,2.37,2300,"Strong"
80.3,1,2,-0.95,-0.43,-0.27,2.21,2546,"Strong"
80.7,1,1,-0.47,0.45,0.21,3.1,2543,"Weak/Miss"
73.4,0,1,-1.18,-1.07,-2.16,-0.51,2450,"Take"
81.1,0,0,-0.42,0.33,-0.74,2.29,2537,"Take"
91,0,1,1.21,1.19,-0.18,2.4,2155,"Strong"
73.4,0,0,-1.36,-1.08,0.53,3.1,2683,"Take"
95.5,3,2,-0.56,1.43,0.14,2.58,2203,"Strong"
80.3,2,0,-0.94,0.61,-0.01,1.93,1426,"Strong"
94.8,3,1,-0.46,1.5,-0.84,2.92,2166,"Take"
94.5,3,0,-0.54,1.48,-0.02,1.82,2210,"Take"
82.1,1,0,-1.14,0.68,-0.31,0.38,1616,"Take"
77.5,0,0,0.12,-1.29,-0.44,3.39,2087,"Take"
89.1,2,0,0.26,0.16,0.5,4.13,2345,"Take"
90,1,0,0.31,0.36,0.19,3.7,2413,"Take"
96.1,0,0,-0.44,1.44,-1.1,3.46,2125,"Take"
80.1,0,0,1.32,0.67,-0.53,1.77,1767,"Strong"
